CFOP;DESCRIÇÃO RESUMIDA [original];DESCRIÇÃO DETALHADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.904;2.904 - Retorno de remessa para venda fora do estabelecimento, ou qualquer entrada e retorno de remessa efetuada pelo MEI com exceção dos classificados nos códigos 2.202, 2.503, 2.504, 2.505 e 2.506.;Classificam-se neste código as entradas em retorno de mercadorias remetidas para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializadas. Também serão classificadas neste código quaisquer entradas e retornos de remessa efetuadas pelo MEI com exceção dos classificados nos códigos “2.202 - Devolução de venda de mercadoria adquirida ou recebida de terceiros, ou qualquer devolução de mercadoria efetuada pelo MEI com exceção das classificadas nos códigos 2.503, 2.504, 2.505 e 2.506”,“2.503 - Entrada decorrente de devolução de produto remetido com fim específico de exportação, de produção do estabelecimento”, “2.504 - Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros”, “2.505 - Entrada decorrente de devolução de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento” e “2.506 - Entrada decorrente de devolução de mercadorias, adquiridas ou recebidas de terceiros, remetidas para formação de lote de exportação”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.905;2.905 - Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral.;Classificam-se neste código as entradas de mercadorias recebidas para depósito em depósito fechado ou armazém geral.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.906;2.906 - Retorno de mercadoria remetida para depósito fechado ou armazém geral.;Classificam-se neste código as entradas em retorno de mercadorias remetidas para depósito em depósito fechado ou armazém geral.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.907;2.907 - Retorno simbólico de mercadoria remetida para depósito fechado ou armazém geral.;Classificam-se neste código as entradas em retorno simbólico de mercadorias remetidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não tenham retornado ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.908;2.908 - Entrada de bem por conta de contrato de comodato ou locação.;Classificam-se neste código as entradas de bens recebidos em cumprimento de contrato de comodato ou locação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.909;2.909 - Retorno de bem remetido por conta de contrato de comodato ou locação.;Classificam-se neste código as entradas de bens recebidos em devolução após cumprido o contrato de comodato ou locação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.910;2.910 - Entrada de doação ou brinde.;Classificam-se neste código as entradas de mercadorias recebidas a título de doação ou brinde.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.911;2.911 - Entrada de amostra grátis.;Classificam-se neste código as entradas de mercadorias recebidas a título de amostra grátis.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.912;2.912 - Entrada de mercadoria ou bem recebido para demonstração ou mostruário.;Classificam-se neste código as entradas de mercadorias ou bens recebidos para demonstração ou mostruário.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.913;2.913 - Retorno de mercadoria ou bem remetido para demonstração, mostruário ou treinamento.;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para demonstração, mostruário ou treinamento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.914;2.914 - Retorno de mercadoria ou bem remetido para exposição ou feira.;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para exposição ou feira.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.915;2.915 - Entrada de mercadoria ou bem recebido para conserto ou reparo.;Classificam-se neste código as entradas de mercadorias ou bens recebidos para conserto ou reparo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.916;2.916 - Retorno de mercadoria ou bem remetido para conserto ou reparo.;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para conserto ou reparo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.917;2.917 - Entrada de mercadoria recebida em consignação mercantil ou industrial.;Classificam-se neste código as entradas de mercadorias recebidas a título de consignação mercantil ou industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.918;2.918 - Devolução de mercadoria remetida em consignação mercantil ou industrial.;Classificam-se neste código as entradas por devolução de mercadorias remetidas anteriormente a título de consignação mercantil ou industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.919;2.919 - Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial.;Classificam-se neste código as entradas por devolução simbólica de mercadorias vendidas ou utilizadas em processo industrial, remetidas anteriormente a título de consignação mercantil ou industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.920;2.920 - Entrada de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados.;Classificam-se neste código as entradas de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.921;2.921 - Retorno de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados.;Classificam-se neste código as entradas em retorno de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.922;2.922 - Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro.;Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de compra para recebimento futuro.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.923;2.923 - Entrada de mercadoria recebida do vendedor remetente, em venda à ordem.;Classificam-se neste código as entradas de mercadorias recebidas do vendedor remetente, em vendas à ordem, cuja compra do adquirente originário, foi classificada nos códigos “2.120 - Compra para industrialização, em venda à ordem, já recebida do vendedor remetente” ou “2.121 - Compra para comercialização, em venda à ordem, já recebida do vendedor remetente”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.924;2.924 - Entrada para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente.;Classificam-se neste código as entradas de insumos recebidos para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.925;2.925 - Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente.;Classificam-se neste código o retorno dos insumos remetidos por conta e ordem do adquirente, para industrialização e incorporados ao produto final pelo estabelecimento industrializador, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.933;2.933 - Aquisição de serviço sujeito ao ISSQN.;Classificam-se neste código as aquisições de serviço que estão fora do campo de incidência do ICMS, mas que fazem parte do valor total de documentos fiscais.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.934;2.934 - Entrada simbólica de mercadoria recebida para para depósito em depósito fechado ou armazém geral.;"Classificam-se neste código as entradas simbólicas de mercadorias recebidas para depósito em depósito fechado ou armazém geral, cuja remessa tenha sido classificada pelo remetente no código ""6.934 - Remessa simbólica de mercadoria depositada em armazém geral ou depósito fechado.";;;;;;;;;;;;;;;;;;;;;;;;;;;
2.936;2.936 - Entrada de bonificação.;Classificam-se neste código as entradas de mercadorias recebidas a título de bonificação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.937;2.937 - Entrada simbólica para industrialização por encomenda.;Classificam-se neste código as entradas simbólicas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.949;2.949 - Outra entrada de mercadoria ou prestação de serviço não especificadas.;Classificam-se neste código as outras entradas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.951;2.951 - Entrada de mercadoria importada por conta e ordem de terceiros para industrialização.;Classificam-se neste código as entradas em estabelecimento do adquirente de mercadoria importada que não tenha transitado pelo estabelecimento do importador para serem utilizadas em processo de industrialização.;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.952;2.952 - Entrada de mercadoria importada por conta e ordem de terceiros para comercialização.;Classificam-se neste código as entradas em estabelecimento do adquirente de mercadoria importada que não tenha transitado pelo estabelecimento do importador a serem comercializadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.000;3.000 - ENTRADAS OU AQUISIÇÕES DE SERVIÇOS DO EXTERIOR;Classificam-se, neste grupo, as entradas de mercadorias oriundas de outro país, inclusive as decorrentes de aquisição por arrematação, concorrência ou qualquer outra forma de alienação promovida pelo poder público, e os serviços iniciados no exterior.;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.100;3.100 - COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.101;3.101 - Compra para industrialização ou produção rural;Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização ou produção rural.;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.102;3.102 - Compra para comercialização.;Classificam-se neste código as compras de mercadorias a serem comercializadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.126;3.126 - Compra para utilização na prestação de serviço sujeita ao ICMS.;Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços sujeitas ao ICMS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.127;3.127 - Compra para industrialização sob o regime de “drawback”.;Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização e posterior exportação do produto resultante, cujas vendas serão classificadas no código “7.127 - Venda de produção do estabelecimento sob o regime de 'drawback'”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.128;3.128 - Compra para utilização na prestação de serviço sujeita ao ISSQN.;Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços sujeitas ao ISSQN.;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.129;3.129 - Compra para industrialização sob o Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped).;Classificam-se neste código as compras de mercadorias a serem submetidas a operações de industrialização de produtos, partes ou peças destinados à exportação ou ao mercado interno sob o amparo do Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped).;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.200;3.200 - DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU ANULAÇÕES DE VALORES; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.201;3.201 - Devolução de venda de produção do estabelecimento.;"Classificam-se neste código as devoluções de vendas de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas tenham sido classificadas como ""Venda de produção do estabelecimento"". Também serão classificados neste código os retornos de mercadorias não entregues ao destinatário.";;;;;;;;;;;;;;;;;;;;;;;;;;;
3.202;3.202 - Devolução de venda de mercadoria adquirida ou recebida de terceiros.;Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de industrialização no estabelecimento, cujas saídas tenham sido classificadas como “Venda de mercadoria adquirida ou recebida de terceiros”. Também serão classificados neste código os retornos de mercadorias não entregues ao destinatário.;;;;;;;;;;;;;;;;;;;;;;;;;;;
